clean_tweet,sentiment_combined_final_label
"Blackberry $BB really more safe than zoom $ZM !!!

https://t.co/YG5RcRMjm5",2
$ZM is spitting in the face of its security concerns. I have no idea how this thing isn't falling off of a cliff this week.,0
$ZM $ZM $ZM pushing higher.,2
"$ROKU showing some strength today, $ZM we pop this 124.47 we push.",2
"Once $ZM goes up today's HOD of 123.80, whether today or tomorrow, it will explode. 

CEO is coming on TV today, ex-Facebook security chief hired, security protocols improved.

200 million users were last week, if CEO says 300m, which he could, we could sky rocket!

Let's see",2
@bansheeboy4 Just got a chance to look at $ZM. You’re right. You’re seeing it man. Also sounds like you’re speaking it.,1
"#RT @InteractiveVid2: RT @InteractiveVid2: $VERB @VerbTech_Co #WorkFromHome #LiveEvents #EventMarketing $ZM #LiveWebcast #LiveWebCasting

VERB is releasing the new #LiveShopping &amp; #Webinar #SalesTool early to help the #Coronavirus #StayAtHome initiative!… https://t.co/BTzoaWz15Q",1
"Zoom zapped with lawsuit for overstating, not disclosing privacy, security flaws https://t.co/wGZlqYQmwY $ZM @ReutersBiz",0
New York City bars schools from using Zoom for distance learning with data privacy and cyber safety concerns. https://t.co/8GssWTifJk $ZM #cybersecurity #NYC #school,0
Using a new platform @TradeStation I traded $ZM long from the open through the opening five minute high at $118.79 all the way to $123.62. Milked it for pretty much everything. 😎,2
"$ZM goat stock, can’t wait for the slaughter",2
"Zoom $ZM is a problem.

https://t.co/wtjTbp4PN3",0
"""Zoom has become a verb. Companies which become verbs generally do well"" - @GavinSBaker on $ZM",2
$ZM Zoom How do you 'mistakenly' route through China? No major business will use Zoom just be left with free accounts...  no wonder insiders are selling $60 to $80 a share ahead https://t.co/d8YjHDXQ7x,0
The Zoom run is starting to lose its legs. $ZM.,0
This is a tweet I posted last June. The problem with $zm is so obvious but every one try to ignore it. https://t.co/JLvxmjyOLP,0
$ZM I don't mind 130 today #MM :),2
"$ZM, beautiful daily engulfing (so far) needs to hold above 121 and above 124 fro 130 test.",2
Watched $ZM premiums double in my face 🤦🏽‍♂️,0
"$ZM working today, finally? CEO talks at 1 PM ET.",2
$ZM.   💰💰💰💰💰. Congrats! Take more off here!! $120.00. 😎Darkblue Trader!,2
$ZM $CHWY  2 better pull back setups going in...,1
$ZM Zoom faces investor lawsuit over privacy and security flaws https://t.co/YnmneRt6XO,0
$ZM  Sued for allegedly hiding flaws in video-conferencing app's encryption,0
"$ZM $FB Zoom hires former Facebook security chief to beef up privacy, safety https://t.co/ZUgmptXd15
-
Lol... just not good optics.",0
$ZM making a comeback,2
long $ZM 50 day swing trade. too many bad news going on about this awesome company #tradingneverstops https://t.co/9EkMPVfjvk,0
"$ZM

Get on board guys! https://t.co/bFDdaiHY7A",2
$zm some strength near r1 here.  Indy potential.,2
$ZM Falling wedge on the Daily chart (50 day) Push. Given that $ZM is working on the privacy issues so quickly is promising. https://t.co/48XuqTB5Fs,2
$ZM breaking out here on the upside worth watching..,2
$ZM $CHWY $TCEHY  these r PBs i like to trade,2
"Zoom Video Hit With Yet Another Lawsuit, Shares Down 22% In Five Days $ZM
https://t.co/sVSMCohE8c",0
"This is going to instill so much confidence! 🤯

$ZM #Zoom #FB $FB https://t.co/d9MtLTRTMP",2
Sooo they will just steal your data without you knowing and give it to 3rd parties to do as they wish. 🤦‍♂️ $FB $ZM https://t.co/a6QJMTWNfD,0
"$ZM perking cuz they got CISCO council and advisory board, has to be one of the dumbest reasons. 

What did you expect them to do when they've violated so many privacy policies.

It moved up, but that's not a bullish reason to do so.",0
"Here are the levels and exact chart that I have been using to trade $ZM

I have been intra trading it, but the levels are good for swings, too

$SPY $QQQ https://t.co/oSvzmpLZyu",2
Damn $zm - why can’t you hold those premarket gains.. would have loved a put position for cheap. Still will eye some at the open. Company gave a 3 month security update. 3 MONTHS. It’s too long when you got people assuming we’ll get back to normal before then.,0
@CNBCFastMoney $ZM-- WHAT A OVERVALUED JUNK,0
$CSCO $SHAK $ZM - 'Nine months of economic pain' - John Chambers https://t.co/GZyxtfiNtz,0
$zm big news out.  Street likes it.,2
"Zoom $ZM just published the following blog post, which saw the stock swing -3% to +3%.

The post is lame though, and offers no apologies for a gross failure of privacy and security. 

https://t.co/P7XwJsBkDB",0
"$ZM Zoom sued for overstating, not disclosing privacy, security flaws — does this mean no more Nelkboys TikTok’s sneaking into zoom classes? 😪 bummer. #fullsend  https://t.co/jU2OWBff6n",0
"@Trader_Green Thanks Bill.. this chart looks ready to pop nicely into/on earnings 

Still concern that it could have a bit of a $ZM effect.  Spike in C19 subs, then you level back off as ‘life’ resumes, be it at higher level

Is C19 not the ultimate peak sub spike?",2
"$ZM at 110 was a fantastic level for a 3-6mo swing.  Didnt take because I trade more short term, but if i had clients looking for a investment opportunity with some risk, that might have been it.",2
$ZM 's problems should bode well for WebEx ($CSCO) and by extension $OBLG  https://t.co/Jt1LRoZnoO https://t.co/81f1AEjnGn,0
"$VERB @VerbTech_Co #WorkFromHome #LiveEvents #EventMarketing $ZM #LiveWebcast #LiveWebCasting

VERB is releasing the new #LiveShopping &amp; #Webinar #SalesTool early to help the #Coronavirus #StayAtHome initiative!

https://t.co/cKljdVVZDk https://t.co/j61AdjAupc",1
"$ZM The tweet did age well.
Zoom Video: Stamos Is Former Facebook Security Chief #Zoom https://t.co/4b8U0CLBWs",2
@MDTrades12 $zm security is sub par. Already got in $msft myself. Friend in fbi been talking to me about it. Cant elaborate or as he says he would have to kill me. Already fighting underbelly of assassins add fbi might just be to much even for Wick. 🤣,0
"More bad PR for $ZM day by day - with better safer alternatives out there from more established companies, not sure why this would sustain any premium valuation. Seems fraught with risk. https://t.co/YBpMgy11nD",0
"$ZM (-2.4% pre) Zoom Sued for Fraud Over Privacy, Security Flaws - BBG

https://t.co/MYNvHvdm29",0
Goood morning - let’s get it before these markets open $SPY $ZM $AAPL https://t.co/SMyGK3UaJT,2
"Zoom $ZM has been sued for securities fraud after the company admitted to making false representations about its security capabilities. Investors who have lost money in Zoom stock should contact us for a free case evaluation.

https://t.co/p99YrtQ5pa",0
Zoom $ZM shares have tumbled more than 30% from their recent peak https://t.co/x1BqlMG5sI,0
"$ZM Zoom sued for overstating, not disclosing privacy, security flaws https://t.co/7DCrKbk9fl",0
$ZM the short is worth sticking with,2
"$ZM Zoom sued for overstating, not disclosing privacy, security flaws #Zoom #MarketWatch https://t.co/3rbPJwlbZL https://t.co/La3stRWkBL",0
$CSCO $SHAK $ZM - 'Nine months of economic pain' - John Chambers https://t.co/Le3wnp6MCp,0
"@jimcramer I know you like $ZM but they dropped the ball. Competition is fierce for video conferencing now.  Zoom Sued for Fraud Over Privacy, Security Flaws  https://t.co/0YPcwE1glG https://t.co/RNxxN5srs6",0
"Zoom Shares Extend Slide As Class Action Lawsuit Alleges Security Failures in Popular Communications App
https://t.co/JrTWfZkliQ
@mdbaccardax 
$ZM",0
Zoom Video Communications $ZM Downgraded by Credit Suisse Group to “Underperform” https://t.co/SRgcQ7YOU3,0
Legendary Investor Alex Vieira Turns Bearish Zoom Video Shares Crash @zoom_us $ZM https://t.co/GsWJniTcLQ,0
Zoom is more popular than TikTok on the App Store charts $ZM https://t.co/RkNqZOvYzK,2
"$ZM $PTON $WORK while you start going out stay at home stocks may never go up again, or will they?? https://t.co/9aSHWY224i",0
"@NBCNews That doesn't really mean anything tho without making the strategic partners public, outside of Equinix. 
$ZM will test 52 week lows and crash through $69. https://t.co/UXsTuz2Yp0",0
$CSCO $SHAK $ZM - 'Nine months of economic pain' - John Chambers https://t.co/GAoSkqfmHO,0
@ReformedBroker So are we buying more $ZM in the morning? This pullback feels solid and ready for recoil....,2
"@RichLightShed $ZM, such a liability https://t.co/pP5SscAdA5",0
"Zoom Sued for Fraud Over Privacy, Security Flaws $FB $ZM https://t.co/l21bBwmnSp",0
"$ZM puts looking juicy, too bad I was squeezed out of my puts on $SPY. Liquidated shares to repurchase strangles, looking to simply play volatility at this point, which given the massive 3:50 candles is still plentiful in this market.",1
"$ZM, most users use it free let alone it is under investigation. This stock is worth $60? Perhaps even less. @muddywatersre",0
"@HHorsley I sold my $ZM stock with a small profit. I’m worried about all these security issues, potential lawsuits and 100+ million free users costing the company money.",0
@LeFondateur4 Read between the lines. They can not disclose whether they are or aren’t... “but in the past we always investigate in situations like this”... they’re not going to give $ZM a heads up that they’re on their way to kick down the door.. they’re showing up with a battering ram at 2am,0
@Druz8 $ZM had a negative event though so you cant compare the two.  Maybe compare it to $NFLX or $TDOC,0
The wife’s business dropped $zm and went to Microsoft team. Things gonna burn.,0
"Corporate $zm Zoom
privacy and security issues broke out, probably because of Chinese background

It is said that the Taiwan has banned the use of zoom https://t.co/bWUJtTCHZM",0
Millions Of Workers Fired Over Zoom $ZM As 'Remote Layoffs' Become Part Of America's 'New Normal' | Zero Hedge https://t.co/J14xAXAuRS,0
Excellent interview! $ZM https://t.co/QUYbzXAmO1,2
"I let myself get squeezed by $ZM for $6/sh.. yikes! The entire time I was thinking to myself.. ""I have $300 profits to play with, my max loss will only be ~$600 so -$300 isn't so bad, oh also there's NO WAY the mkt will squeeze me out.."" Need to change this dangerous mindset. https://t.co/4aYPrHmmJB",0
"$ZM

""Virtual conferencing platform Zoom is facing the prospect of mounting legal threats in Washington after a slew of prominent Democratic lawmakers urged federal regulators Tuesday to investigate its privacy and security lapses.""

https://t.co/HPmsH9Vrsj",0
Attackers can use Zoom to steal users’ Windows credentials with no warning $ZM https://t.co/jd7j6IPZjg,0
"Google's G Suite now has 6 million paying businesses, up from 5 million in Feb. 2019 $GOOGL $CSCO $ZM https://t.co/lbGFSCdmew",2
Why Did I Get Stopped Out? $BA  $ZM Trade Recaps https://t.co/GKI2cCLUiS via @YouTube,1
Data Network Traffic Analytics. From COVID-19: @Zoom has gone from 10 million to 200 million minutes a day. @AT&amp;T: Demand for #VPN offering surged 700%. @Verizon: Video game usage is up 75% #datacenter #COVID19.  #Coronavirus #datacenter #video $ZM $T $VZ https://t.co/7Uo5s6ORTL,2
"$ZM
No reason to be surprised by this bounce. However, it looks like the perfect time to lean short towards $90 and below
#OneHitWonder #NoMoat https://t.co/J3FCOQCPnv",2
Interesting how some people are bashing $ZM #ZOOM yet they use and post on #TikTok,1
$zm has run too much for its value https://t.co/pM6M70CJf0,0
"Zoom $ZM fell for the 6th day of 7, settling -7.5% to $113.75.
Privacy rating: 0
Security rating: 0
Too many customer horror stories, with more to come. 
yours.. not an accredited ratings agent. https://t.co/dhoHlww6cx",0
"Why did $RNG deep today even more than $ZM, which was bombarded with the negative press?

Possible to get a check to buy discounted $ZM before the good news tomorrow https://t.co/pk3c5BHgSJ",0
Looks like the $ZM party is ending. Time for the Back to the Office stocks to shine. #investing #Nashville https://t.co/mTxv8l9xAK,2
The shit show continues $ZM https://t.co/9JMEGOLuqo,0
"#zoom $ZM keep dropping after more and more places are banning them from use, lets start using #slack $work #dow #passivemoney https://t.co/Hi8Btl78df",0
$ZM down another 7.5% today. https://t.co/L9sKeXwc8B,0
